,original_name,release_date,genres,overview,total_views,popularity,vote_average,vote_count,content
541,The Internship,2013,Comedy,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.,143,1.147,6.3,3685,Comedy2013Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.
542,Jackie Brown,1997,Crime Drama Thriller,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself.",614,21.661,7.3,5347,"Crime Drama Thriller1997Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself."
543,The Armstrong Lie,2013,Documentary,"In 2009, Alex Gibney was hired to make a film about Lance Armstrong’s comeback to cycling. The project was shelved when the doping scandal erupted, and re-opened after Armstrong’s confession. The Armstrong Lie picks up in 2013 and presents a riveting, insider's view of the unraveling of one of the most extraordinary stories in the history of sports. As Lance Armstrong says himself, “I didn’t live a lot of lies, but I lived one big one.”",385,6.317,6.8,95,"Documentary2013In 2009, Alex Gibney was hired to make a film about Lance Armstrong’s comeback to cycling. The project was shelved when the doping scandal erupted, and re-opened after Armstrong’s confession. The Armstrong Lie picks up in 2013 and presents a riveting, insider's view of the unraveling of one of the most extraordinary stories in the history of sports. As Lance Armstrong says himself, “I didn’t live a lot of lies, but I lived one big one.”"
544,Tomorrowland,2015,Family Mystery Adventure Science Fiction,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",410,54.708,6.2,6241,"Family Mystery Adventure Science Fiction2015Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland."""
545,True Grit,1969,Western,"The murder of her father sends a teenage tomboy on a mission of 'justice', which involves avenging her father's death. She recruits a tough old marshal, 'Rooster' Cogburn because he has 'true grit', and a reputation of getting the job done.",73,28.076,7.5,597,"Western1969The murder of her father sends a teenage tomboy on a mission of 'justice', which involves avenging her father's death. She recruits a tough old marshal, 'Rooster' Cogburn because he has 'true grit', and a reputation of getting the job done."
546,Beverly Hills Chihuahua,2008,Comedy Family Adventure Romance,"A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.",113,79.395,5.3,879,"Comedy Family Adventure Romance2008A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her."
547,Ocean's Thirteen,2007,Crime Thriller,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",145,26.818,6.7,5368,"Crime Thriller2007Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy."
548,Coffin Rock,2009,Thriller,"A woman unable to conceive a child with her husband, despite years of trying, makes the drunken mistake of sleeping with a young stranger. The stranger then goes to terrifying lengths to prove his paternity.",421,1.788,5.6,21,"Thriller2009A woman unable to conceive a child with her husband, despite years of trying, makes the drunken mistake of sleeping with a young stranger. The stranger then goes to terrifying lengths to prove his paternity."
549,American Reunion,2012,Comedy,"The characters we met a little more than a decade ago return to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t, and that time and distance can’t break the bonds of friendship.",35,73.096,6.3,3866,"Comedy2012The characters we met a little more than a decade ago return to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t, and that time and distance can’t break the bonds of friendship."
550,Delivery Man,2013,Comedy,An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.,668,33.282,6.2,1262,Comedy2013An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity.
551,Zoolander,2001,Comedy,"Clear the runway for Derek Zoolander, VH1's three-time male model of the year. His face falls when hippie-chic Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. It's a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories like Matilda can Derek make the world safe for male models everywhere.",85,23.494,6.2,3592,"Comedy2001Clear the runway for Derek Zoolander, VH1's three-time male model of the year. His face falls when hippie-chic Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. It's a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories like Matilda can Derek make the world safe for male models everywhere."
552,She's Out of My League,2010,Comedy Romance,"When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",121,30.866,6.4,1711,"Comedy Romance2010When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever."
553,It Follows,2014,Mystery Horror,"When carefree teenager Jay sleeps with her older boyfriend for the first time, she learns that she is the latest recipient of a fatal curse that is passed from victim to victim via sexual intercourse. Death, Jay learns, will creep inexorably toward her as either a friend or a stranger. Jay's friends don't believe her seemingly paranoid ravings, until they too begin to see the phantom assassins and band together to help her defend herself.",545,56.349,6.6,5391,"Mystery Horror2014When carefree teenager Jay sleeps with her older boyfriend for the first time, she learns that she is the latest recipient of a fatal curse that is passed from victim to victim via sexual intercourse. Death, Jay learns, will creep inexorably toward her as either a friend or a stranger. Jay's friends don't believe her seemingly paranoid ravings, until they too begin to see the phantom assassins and band together to help her defend herself."
554,Jupiter Ascending,2015,Action Fantasy Science Fiction,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",47,71.465,5.4,5983,"Action Fantasy Science Fiction2015In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…"
555,The Heartbreak Kid,2007,Comedy Romance,"Eddie, the 40-year-old confirmed bachelor finally says ""I do"" to the beautiful and sexy Lila. But during their honeymoon in Mexico, the woman of his dreams turns out to be a total nightmare, and the guy who could never pull the trigger realizes he’s jumped the gun.",160,23.462,5.7,1353,"Comedy Romance2007Eddie, the 40-year-old confirmed bachelor finally says ""I do"" to the beautiful and sexy Lila. But during their honeymoon in Mexico, the woman of his dreams turns out to be a total nightmare, and the guy who could never pull the trigger realizes he’s jumped the gun."
556,Date Night,2010,Comedy Action Adventure,"Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves—and now a number of unsavoury characters want Phil and Claire killed.",135,29.277,6.1,2455,"Comedy Action Adventure2010Phil and Claire Foster fear that their mild-mannered relationship may be falling into a stale rut. During their weekly date night, their dinner reservation leads to their being mistaken for a couple of thieves—and now a number of unsavoury characters want Phil and Claire killed."
557,Jersey Boys,2014,Drama Music,"A musical biopic of the Four Seasons—the rise, the tough times and personal clashes, and the ultimate triumph of a group of friends whose music became symbolic of a generation. Far from a mere tribute concert, it gets to the heart of the relationships at the centre of the group, with a special focus on frontman Frankie Valli, the small kid with the big falsetto.",85,11.856,6.8,590,"Drama Music2014A musical biopic of the Four Seasons—the rise, the tough times and personal clashes, and the ultimate triumph of a group of friends whose music became symbolic of a generation. Far from a mere tribute concert, it gets to the heart of the relationships at the centre of the group, with a special focus on frontman Frankie Valli, the small kid with the big falsetto."
558,The Girl with the Dragon Tattoo,2011,Crime Mystery Thriller,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",624,28.728,7.4,5928,"Crime Mystery Thriller2011This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined."
559,Syriana,2005,Drama Thriller,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.",281,14.437,6.4,1106,"Drama Thriller2005The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins."
560,Blood Diamond,2006,Drama Action Thriller,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son, conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.",99,49.057,7.5,6406,"Drama Action Thriller2006An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son, conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide."
561,Elektra,2005,Action Fantasy Science Fiction,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",157,24.49,5.0,2014,"Action Fantasy Science Fiction2005Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins."
562,One Missed Call,2008,Mystery Horror Thriller,"Several people start receiving voice-mails from their future selves -- messages which include the date, time, and some of the details of their deaths.",575,15.907,5.4,638,"Mystery Horror Thriller2008Several people start receiving voice-mails from their future selves -- messages which include the date, time, and some of the details of their deaths."
563,Buddymoon,2016,Comedy,"When David is left by his fiancé just days before the wedding, Flula, his relentlessly upbeat best man, insists that the pair go on David's previously planned honeymoon: a seven-day backpacking trip through the breathtaking mountains of Oregon. Their adventures are bookended with passages from William Clark's diary describing his friendship with Meriwether Lewis and the terrain they crossed during their expedition.",169,2.153,6.1,28,"Comedy2016When David is left by his fiancé just days before the wedding, Flula, his relentlessly upbeat best man, insists that the pair go on David's previously planned honeymoon: a seven-day backpacking trip through the breathtaking mountains of Oregon. Their adventures are bookended with passages from William Clark's diary describing his friendship with Meriwether Lewis and the terrain they crossed during their expedition."
564,No Tell Motel,2012,Horror,Dirty little secrets are exposed when five friends become stranded at an abandoned motel haunted by a dark secret of its own.,100,3.199,4.4,27,Horror2012Dirty little secrets are exposed when five friends become stranded at an abandoned motel haunted by a dark secret of its own.
565,The Accused,1988,Drama,"After a young woman suffers a brutal rape in a bar one night, a prosecutor assists in bringing the perpetrators to justice, including the ones who encouraged and cheered on the attack.",154,13.275,7.1,436,"Drama1988After a young woman suffers a brutal rape in a bar one night, a prosecutor assists in bringing the perpetrators to justice, including the ones who encouraged and cheered on the attack."
566,Judge Dredd,1995,Science Fiction,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",97,26.854,5.8,1981,"Science Fiction1995In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes."
567,Dancing Ninja,2010,Comedy Crime Action,An orphaned boy who dreams of being a ninja arrives in Hollywood and attempts to find his birth parents.,42,6.242,6.5,10,Comedy Crime Action2010An orphaned boy who dreams of being a ninja arrives in Hollywood and attempts to find his birth parents.
568,Hope Floats,1998,Comedy Drama Romance,"Birdee Pruitt has been humiliated on live television by her best friend, Connie, who's been sleeping with Birdee's husband, Bill. Birdee tries starting over with her daughter, Bernice, by returning to her small Texas hometown, but she's faced with petty old acquaintances who are thrilled to see Birdee unhappy -- except for her friend Justin. As he helps Birdee get back on her feet, love begins to blossom.",93,11.798,6.4,347,"Comedy Drama Romance1998Birdee Pruitt has been humiliated on live television by her best friend, Connie, who's been sleeping with Birdee's husband, Bill. Birdee tries starting over with her daughter, Bernice, by returning to her small Texas hometown, but she's faced with petty old acquaintances who are thrilled to see Birdee unhappy -- except for her friend Justin. As he helps Birdee get back on her feet, love begins to blossom."
569,Remember the Titans,2000,Drama,"After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions.",150,22.965,7.6,2174,"Drama2000After leading his football team to 15 winning seasons, coach Bill Yoast is demoted and replaced by Herman Boone – tough, opinionated and as different from the beloved Yoast as he could be. The two men learn to overcome their differences and turn a group of hostile young men into champions."
570,At Any Price,2012,Drama Thriller,"Set in the competitive world of modern agriculture, ambitious Henry Whipple wants his rebellious son Dean to help expand his family’s farming empire. However, Dean has his sights set on becoming a professional race car driver. When a high-stakes investigation into their business is exposed, father and son are pushed into an unexpected situation that threatens the family's entire livelihood.",53,8.475,5.4,190,"Drama Thriller2012Set in the competitive world of modern agriculture, ambitious Henry Whipple wants his rebellious son Dean to help expand his family’s farming empire. However, Dean has his sights set on becoming a professional race car driver. When a high-stakes investigation into their business is exposed, father and son are pushed into an unexpected situation that threatens the family's entire livelihood."
571,Beverly Hills Cop,1984,Comedy Crime Action,"The heat is on in this fast paced action-comedy starring Eddie Murphy as Axel Foley, a street smart Detroit cop tracking down his best friend's killer in Beverly Hills. Axel quickly learns that his wild style doesn't fit in with the Beverly Hills Police Department, which assigns two officers to make sure things don't get out of hand. Dragging the stuffy detectives along for the ride, Axel smashes through a huge culture clash in his hilarious, high-speed pursuit of justice. Featuring cameos by Paul Reiser, Bronson Pinchot and Damon Wayans, Beverly Hills Cop is an exhilarating, sidesplitting adventure.",131,26.662,7.2,3272,"Comedy Crime Action1984The heat is on in this fast paced action-comedy starring Eddie Murphy as Axel Foley, a street smart Detroit cop tracking down his best friend's killer in Beverly Hills. Axel quickly learns that his wild style doesn't fit in with the Beverly Hills Police Department, which assigns two officers to make sure things don't get out of hand. Dragging the stuffy detectives along for the ride, Axel smashes through a huge culture clash in his hilarious, high-speed pursuit of justice. Featuring cameos by Paul Reiser, Bronson Pinchot and Damon Wayans, Beverly Hills Cop is an exhilarating, sidesplitting adventure."
572,Daddy Day Care,2003,Comedy Family,"Two men get laid off and have to become stay-at-home dads when they can't find jobs, which inspires them to open their own day-care center.",502,21.875,5.9,1792,"Comedy Family2003Two men get laid off and have to become stay-at-home dads when they can't find jobs, which inspires them to open their own day-care center."
573,Dirty Weekend,2015,Comedy Drama,"During a layover in Albuquerque, work colleagues Les and Natalie discover more about each other than they ever thought possible.  Anxious and irritable, Les is drawn back into the city by past experiences he can’t forget (even if he doesn't really remember the particulars of his previous drunken adventure).  Natalie, refusing to leave his side, follows along as her own secrets are slowly revealed, leaving her feeling both vulnerable and unbound.",76,4.611,5.0,61,"Comedy Drama2015During a layover in Albuquerque, work colleagues Les and Natalie discover more about each other than they ever thought possible.  Anxious and irritable, Les is drawn back into the city by past experiences he can’t forget (even if he doesn't really remember the particulars of his previous drunken adventure).  Natalie, refusing to leave his side, follows along as her own secrets are slowly revealed, leaving her feeling both vulnerable and unbound."
574,Garfield,2004,Animation Comedy Family,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",147,99.952,5.6,3263,"Animation Comedy Family2004Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition."
575,Wreck-It Ralph,2012,Animation Comedy Family Adventure,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",102,123.737,7.3,10814,"Animation Comedy Family Adventure2012Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started."
576,A Man Apart,2003,Drama Action,"When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge.",119,18.412,6.1,725,"Drama Action2003When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge."
577,Boyz n the Hood,1991,Crime Drama,Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.,394,73.034,7.6,1510,Crime Drama1991Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.
578,Wrong Turn at Tahoe,2009,Crime Drama Action Thriller,A small-time crime boss kills a drug dealer without realizing that the drug dealer works for the biggest crime boss in the country.,254,11.671,5.9,83,Crime Drama Action Thriller2009A small-time crime boss kills a drug dealer without realizing that the drug dealer works for the biggest crime boss in the country.
579,Live Free or Die Hard,2007,Action Thriller,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",213,38.331,6.6,4937,"Action Thriller2007John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure."
580,Arthur Christmas,2011,Animation Comedy Drama Family,"Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one—Arthur. Arthur Claus is Santa’s misfit son who executes an unauthorised rookie mission to get the last present half way around the globe before dawn on Christmas morning.",354,24.685,6.7,1158,"Animation Comedy Drama Family2011Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one—Arthur. Arthur Claus is Santa’s misfit son who executes an unauthorised rookie mission to get the last present half way around the globe before dawn on Christmas morning."
581,The Trip to Italy,2014,Comedy Drama,"Years after their successful restaurant review tour of Northern Britain, Steve Coogan and Rob Brydon are commissioned for a new tour in Italy.",454,8.159,6.4,210,"Comedy Drama2014Years after their successful restaurant review tour of Northern Britain, Steve Coogan and Rob Brydon are commissioned for a new tour in Italy."
582,Oculus,2013,Horror,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,375,31.487,6.4,2503,Horror2013A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.
583,Independence Day: Resurgence,2016,Action Adventure Science Fiction,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.",792,67.063,5.3,5319,"Action Adventure Science Fiction2016We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction."
584,Father of the Bride,2022,Comedy Romance,"A father coming to grips with his daughter’s upcoming wedding through the prism of multiple relationships within a big, sprawling Cuban-American family.",113,93.74,7.2,39,"Comedy Romance2022A father coming to grips with his daughter’s upcoming wedding through the prism of multiple relationships within a big, sprawling Cuban-American family."
585,Bride Wars,2009,Comedy Romance,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,185,49.756,6.2,2663,Comedy Romance2009Two best friends become rivals when their respective weddings are accidentally booked for the same day.
586,Office Christmas Party,2016,Comedy,"When Carol Vanstone, CEO of the technology company Zenotek, expresses her intention to close the Chicago branch, run by her brother Clay, he and his co-workers organize a Christmas party in an effort to impress a potential client and save their jobs. But the party gets out of control…",134,19.44,5.6,1770,"Comedy2016When Carol Vanstone, CEO of the technology company Zenotek, expresses her intention to close the Chicago branch, run by her brother Clay, he and his co-workers organize a Christmas party in an effort to impress a potential client and save their jobs. But the party gets out of control…"
587,Sky Captain and the World of Tomorrow,2004,Mystery Action Adventure Science Fiction Thriller,"When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots.",71,15.895,5.8,1042,"Mystery Action Adventure Science Fiction Thriller2004When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots."
588,Wild Wild West,1999,Comedy Western Action Adventure Science Fiction,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,93,25.34,5.3,2851,Comedy Western Action Adventure Science Fiction1999Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.
589,Every Woman's Dream,1996,Comedy Crime Drama TV Movie,"A man suffering from borderline personality disorder is married to two women, who don’t know the other exists. As bills pile up and cracks start to show, the women independently start to suspect something is wrong.",157,2.799,6.3,3,"Comedy Crime Drama TV Movie1996A man suffering from borderline personality disorder is married to two women, who don’t know the other exists. As bills pile up and cracks start to show, the women independently start to suspect something is wrong."
590,The Weather Man,2005,Comedy Drama,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.",119,11.079,6.1,792,"Comedy Drama2005A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive."
591,Horton Hears a Who!,2008,Animation Comedy Family Adventure Fantasy,"One day, Horton the elephant hears a cry from help coming from a speck of dust. Even though he can't see anyone on the speck, he decides to help it. As it turns out, the speck of dust is home to the Whos, who live in their city of Whoville. Horton agrees to help protect the Whos and their home.",246,66.474,6.5,2772,"Animation Comedy Family Adventure Fantasy2008One day, Horton the elephant hears a cry from help coming from a speck of dust. Even though he can't see anyone on the speck, he decides to help it. As it turns out, the speck of dust is home to the Whos, who live in their city of Whoville. Horton agrees to help protect the Whos and their home."
592,The Lobster,2015,Comedy Drama Romance,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into animals and sent off into The Woods.",264,20.927,7.0,5025,"Comedy Drama Romance2015In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into animals and sent off into The Woods."
593,The Longest Ride,2015,Drama Romance,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,297,39.057,7.6,2792,Drama Romance2015The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.
594,Gridiron Gang,2006,Crime Drama Action,"Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",402,36.898,7.0,794,"Crime Drama Action2006Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together."
595,Green Lantern: Emerald Knights,2011,Animation Drama Action Adventure Science Fiction,"As the home planet of the Green Lantern Corps faces a battle with an ancient enemy, Hal Jordan prepares new recruit Arisia for the coming conflict by relating stories of the first Green Lantern and several of Hal's comrades.",239,50.153,6.7,413,"Animation Drama Action Adventure Science Fiction2011As the home planet of the Green Lantern Corps faces a battle with an ancient enemy, Hal Jordan prepares new recruit Arisia for the coming conflict by relating stories of the first Green Lantern and several of Hal's comrades."
596,Belle,2013,Drama,"BELLE is inspired by the true story of Dido Elizabeth Belle, the illegitimate mixed race daughter of a Royal Navy Admiral. Raised by her aristocratic great-uncle Lord Mansfield and his wife, Belle's lineage affords her certain privileges, yet the color of her skin prevents her from fully participating in the traditions of her social standing. Left to wonder if she will ever find love, Belle falls for an idealistic young vicar's son bent on change who, with her help, shapes Lord Mansfield's role as Lord Chief Justice to end slavery in England",139,16.482,7.2,597,"Drama2013BELLE is inspired by the true story of Dido Elizabeth Belle, the illegitimate mixed race daughter of a Royal Navy Admiral. Raised by her aristocratic great-uncle Lord Mansfield and his wife, Belle's lineage affords her certain privileges, yet the color of her skin prevents her from fully participating in the traditions of her social standing. Left to wonder if she will ever find love, Belle falls for an idealistic young vicar's son bent on change who, with her help, shapes Lord Mansfield's role as Lord Chief Justice to end slavery in England"
597,Swordfish,2001,Crime Action Thriller,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.",46,29.824,6.2,2241,"Crime Action Thriller2001Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything."
598,Fantastic Four,2015,Action Adventure Science Fiction,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",135,69.203,4.4,5269,"Action Adventure Science Fiction2015Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy."
